servicename,bom_prod_adoption,bom_nonprod_adoption,bom_prod_adoption_percent,bom_nonprod_adoption_percent,bom_prod_fkp,bom_prod_total,bom_nonprod_fkp,bom_nonprod_total
afm-service-infra,100.0% (1/1),0.0% (0/0),100.0,0.0,1,1,0,0
afm-slack-processor,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
afm-slack-query-interface,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
agentbench,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
agfo-devx,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
aircontrol-ingress-gateway,0.0% (0/0),0.0% (0/2),0.0,0.0,0,0,0,2
aircontrol-istio,0.0% (0/0),0.0% (0/2),0.0,0.0,0,0,0,2
aircontrol-istio-operator,0.0% (0/0),0.0% (0/2),0.0,0.0,0,0,0,2
airesearch-sagemaker,0.0% (0/0),100.0% (2/2),0.0,100.0,0,0,2,2
airlock-dehydrator-eks,0.0% (0/0),0.0% (0/1),0.0,0.0,0,0,0,1
airlock-high-eks,0.0% (0/0),0.0% (0/1),0.0,0.0,0,0,0,1
airlock-rehydrator-eks,0.0% (0/0),0.0% (0/1),0.0,0.0,0,0,0,1
airlock-transfer-ali,0.0% (0/0),0.0% (0/1),0.0,0.0,0,0,0,1
airlock-transfer-high-eks,0.0% (0/0),0.0% (0/1),0.0,0.0,0,0,0,1
airstatus,0.0% (0/0),0.0% (0/2),0.0,0.0,0,0,0,2
ajna-key-refresher,0.0% (0/0),0.0% (0/1),0.0,0.0,0,0,0,1
ajna-poc,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
ajnazk,0.0% (0/194),1.4% (1/72),0.0,1.3888888888888888,0,194,1,72
akamath-scratchpad-service,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
alagu-test,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
alert-evaluator-state-infra,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
alert-infra,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
alert-notification-state-infra,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
allegro-service,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
amc-decorator-db-migration,100.0% (3/3),100.0% (3/3),100.0,100.0,3,3,3,3
amc-deployer-db-migration,100.0% (3/3),100.0% (1/1),100.0,100.0,3,3,1,1
amc-quotas-db-migration,100.0% (3/3),100.0% (1/1),100.0,100.0,3,3,1,1
amf-service-infra,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
amg-db,0.0% (0/0),100.0% (2/2),0.0,100.0,0,0,2,2
amg-fedx-test-service,0.0% (0/0),0.0% (0/1),0.0,0.0,0,0,0,1
amg-gateway-ext,0.0% (0/4),0.0% (0/8),0.0,0.0,0,4,0,8
amg-istio-operator,0.0% (0/0),0.0% (0/8),0.0,0.0,0,0,0,8
ang-api-federation-infra,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
ang-api-federation-jobs-service,0.0% (0/0),100.0% (2/2),0.0,100.0,0,0,2,2
ang-api-federation-service,0.0% (0/0),100.0% (2/2),0.0,100.0,0,0,2,2
ang-catalog-infra,100.0% (4/4),100.0% (5/5),100.0,100.0,4,4,5,5
ang-catalog-sg-infra,100.0% (1/1),100.0% (2/2),100.0,100.0,1,1,2,2
ang-containers-migrations,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
ang-governance-infra,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
anushka-fedx-demo,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
anushka-fedx-documentation,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
anveshpatlolla-python-fedex-lab,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
anypoint-flash-platform-messages-db-migrations,100.0% (3/3),100.0% (5/5),100.0,100.0,3,3,5,5
anypoint-icons,100.0% (4/4),100.0% (5/5),100.0,100.0,4,4,5,5
anypoint-landing-page-ui,100.0% (4/4),100.0% (5/5),100.0,100.0,4,4,5,5
anypoint-navbar,100.0% (4/4),100.0% (5/5),100.0,100.0,4,4,5,5
anypoint-platform-ui,100.0% (4/4),100.0% (6/6),100.0,100.0,4,4,6,6
anypoint-static-asset-bootstraping-lambda,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
anypoint-ui,100.0% (4/4),100.0% (6/6),100.0,100.0,4,4,6,6
apexguru-fedx,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
api-designer-xapi-falcon-infra,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
api-manager-contract-caching-db-migrations,100.0% (3/3),100.0% (3/3),100.0,100.0,3,3,3,3
api-manager-infra,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
api-manager-platform-db-migrations,100.0% (3/3),100.0% (3/3),100.0,100.0,3,3,3,3
apigateway,100.0% (151/151),100.0% (46/46),100.0,100.0,151,151,46,46
apik-fedx,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
apiq-cass-sidecar-eap,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-cass-sidecar-shared,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-e2c-extrctn,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
apiq-e2e-fit-tests,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-eci-realtime-service,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
apiq-es-mntrng-eap,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
apiq-es-mntrng-shared,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
apiq-gph-alrt-gdpr,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-gph-sig-pars-gdpr,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-insgt-evt-notif-pub-dlqt,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-insgt-evt-notif-pub-rt,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-insgt-evt-notif-pub-rty,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-kibana-shared,0.0% (0/0),100.0% (1/1),0.0,100.0,0,0,1,1
apiq-mon-agent-shared,0.0% (0/0),100.0% (2/2),0.0,100.0,0,0,2,2
apiq-schema-migrator,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-shared-infra,100.0% (3/3),100.0% (4/4),100.0,100.0,3,3,4,4
apiq-shared-infra-deploy-eap,100.0% (3/3),100.0% (3/3),100.0,100.0,3,3,3,3
apiq-sprk-act-anlt-day0,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-act-anlt-day0-rty,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-act-anlt-gdpr,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-act-mtrs-full-update,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-act-mtrs-wbj,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-add-job-flag,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-alert-stream-pub-rt,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-alert-stream-pub-rty,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-ap2d360-day0,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-ap2d360-mail-s3-pub,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-ap2d360-mail-s3-rcvr,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-ap2d360-univ-s3,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-c2c-key-rotation,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-ccat-wave-files,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-comp-mntnd,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-contact-auto-create-pub-retry,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-contact-auto-create-pub-rt,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-create-database-jobs,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-crt-db-data-rett-tbl,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-data-del-cnctr,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-data-rett-cnctr,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-data-rett-req-ingt-job,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-del-job-flag,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-e2e-verifier,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-e2e-verifier-reproc,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-eap-mutations-ttl,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-eci-anlt-tsfm,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-em-daily,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-em-monthly,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-email-pub,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-email-trk-ipblock,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-emnt-pub-dlqt,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-emnt-pub-rlmrty,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-emnt-pub-rlmt,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-emnt-pub-rt,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-emnt-pub-rty,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-engmt-anlt-tsfm,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-engmt-cass-del,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-engmt-cass-ttl,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-engmt-crt-db,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-engmt-data-cmpt,0.0% (0/0),100.0% (2/2),0.0,100.0,0,0,2,2
apiq-sprk-engmt-data-rett,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-engmt-del,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-engmt-id-mutt,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-engmt-ingt,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-engmt-metrics-dr,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-engmt-metrics-ttl,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-engmt-metrics-ttl-cron,100.0% (1/1),100.0% (2/2),100.0,100.0,1,1,2,2
apiq-sprk-engmt-pub,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-engmt-pub-rty,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-exec-invlvd,100.0% (3/3),0.0% (0/0),100.0,0.0,3,3,0,0
apiq-sprk-fdt-data-sbj-del,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-fdt-data-sbj-vld,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-fdt-org-del,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-fdt-org-vld,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-fdt-user-del,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-fdt-user-vld,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-gph-ooo,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-gph-prg,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-hvs-engmt-dlqs3t,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-hvs-engmt-dlqt,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-hvs-engmt-pub-rt,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-hvs-engmt-rlmdlqs3t,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-hvs-engmt-rlmrty,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-hvs-engmt-rlms3t,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-hvs-engmt-rty,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-id-stmp-dlq-collct-err,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-id-stmp-dlq-collct-err-cfg,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-id-stmp-dlq-collct-rlm,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-id-stmp-dlq-rty-err,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-id-stmp-dlq-rty-err-cfg,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-id-stmp-dlq-rty-rlm,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-id-stmp-dlq-tbl-crt,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-insgt-pub-dlqt,100.0% (1/1),100.0% (2/2),100.0,100.0,1,1,2,2
apiq-sprk-insgt-pub-rlmrty,100.0% (1/1),100.0% (2/2),100.0,100.0,1,1,2,2
apiq-sprk-insgt-pub-rlmt,100.0% (1/1),100.0% (2/2),100.0,100.0,1,1,2,2
apiq-sprk-insgt-pub-rt,100.0% (1/1),100.0% (2/2),100.0,100.0,1,1,2,2
apiq-sprk-insgt-pub-rty,100.0% (1/1),100.0% (2/2),100.0,100.0,1,1,2,2
apiq-sprk-kplr-mtnt-pub-dlqt,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-kplr-mtnt-pub-onbd,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-kplr-mtnt-pub-rlmrty,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-kplr-mtnt-pub-rlmt,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-kplr-mtnt-pub-rt,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-kplr-mtnt-pub-rty,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-kw-cfg-pub-rt,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-kw-cfg-pub-rt-dlq,100.0% (3/3),0.0% (0/0),100.0,0.0,3,3,0,0
apiq-sprk-kw-cfg-pub-rty,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-msg-pixel-engmt-pub,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-mtnt-pub-dlqt,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-mtnt-pub-onbd,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-mtnt-pub-rlmrty,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-mtnt-pub-rlmt,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-mtnt-pub-rt,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-mtnt-pub-rty,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-mutt-record-notf-ingt,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-org-ls-del-file,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-org-mgrt,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-org-vld,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-sas-intrnl-tbl-ttl,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-sbj-ls-del-file,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-sbj-vld,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-tmp-wave-incm-etl,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-ttl-exchange-attempt,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-ttl-ls-del-file,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-ttl-req-del,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-ttl-vld,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-user-ls-del-file,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-user-vld,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-vdnt-deau-dlqt,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-vdnt-deau-rldlqt,100.0% (3/3),0.0% (0/0),100.0,0.0,3,3,0,0
apiq-sprk-vdnt-deau-rlmrty,100.0% (3/3),0.0% (0/0),100.0,0.0,3,3,0,0
apiq-sprk-vdnt-deau-rlmt,100.0% (3/3),0.0% (0/0),100.0,0.0,3,3,0,0
apiq-sprk-vdnt-deau-rt,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-vdnt-deau-rty,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-vdnt-pub-dlqt,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-vdnt-pub-rldlqt,100.0% (3/3),0.0% (0/0),100.0,0.0,3,3,0,0
apiq-sprk-vdnt-pub-rlmrty,100.0% (3/3),0.0% (0/0),100.0,0.0,3,3,0,0
apiq-sprk-vdnt-pub-rlmt,100.0% (3/3),0.0% (0/0),100.0,0.0,3,3,0,0
apiq-sprk-vdnt-pub-rt,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-vdnt-pub-rty,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-voice-datartn-proc,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-voice-del,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-voice-del-notice-ingt,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-voice-insights-ingt,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-sprk-voide-del-notice-ingt,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-storm-ops-eap,100.0% (3/3),100.0% (3/3),100.0,100.0,3,3,3,3
apiq-tools-eap-mutt-perf-test,0.0% (0/0),100.0% (2/2),0.0,100.0,0,0,2,2
apiq-topo-alltime-engmt,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-association-enrichment,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-association-mutation,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-blocking,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-contact-retention,100.0% (3/3),0.0% (0/0),100.0,0.0,3,3,0,0
apiq-topo-contact-suggestion,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-contact-verification,100.0% (3/3),0.0% (0/0),100.0,0.0,3,3,0,0
apiq-topo-cron,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-data-retention,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-data-retention-auditing,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-data-retention-checking,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-data-retention-finalization,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-data-retention-soft-del,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-data-retention-verification,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-datacloud-dispatcher,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-delayed-action,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-eaas-day0,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-eaas-iteration,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-eaas-streaming,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-eap-indx,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-eap-mutation-executor,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-eap-mutation-persistor,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-eap-mutation-router,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-eap-mutation-scheduler,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-eap-persist,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-emnt-proc,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-engagement-email-send,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-exch-atdscvr,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-exch-cal-cnctr,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-exch-cal-onbd,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-exch-cmn,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-exch-email-cnctr,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-exch-email-onbd,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-exch-subs,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-gcal-cnctr,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-gmail-cnctr,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-google-meet-fanout,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-google-meet-mtng,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-google-meet-recording,100.0% (3/3),0.0% (0/0),100.0,0.0,3,3,0,0
apiq-topo-google-meet-refresher,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-google-meet-rltm-rcrdng,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-google-meet-subs,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-google-meet-subs-rfshr,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-gph-insgt-gdpr,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-gph-insgt-gdpr-brd,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-gph-insgt-gdpr-ttl,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-id-stmp-async,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-id-stmp-ingt,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-id-stmp-rty,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-id-stmp-sas-insert,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
apiq-topo-inbox-delete,100.0% (3/3),100.0% (2/2),100.0,100.0,3,3,2,2
